sentence,category
"[금융기관 이름: '광주은행'], [금융 상품 이름: 'KJB모바일 전세대출(서울보증보험)'], [가입 방법: '스마트폰'], [대출 부대 비용: '1. 인지대 : 50%
2. 질권설정통지비용'], [중도상환수수료: '중도상환대출금액 × 중도상환수수료율(0.8%) × (잔여대출기간 ÷ 대출약정기간)'], [연체 이자율: '적용금리 + 3% (최고 15%)'], [대출 한도: '5억원'], [공시 시작일: '20241220'], [공시 종료일: '20250131.0']",2
"[금융기관 이름: '제주은행'], [금융 상품 이름: '주택전세자금대출'], [가입 방법: '영업점'], [대출 부대 비용: '인지세 50%'], [중도상환수수료: '중도상환금액×0.9%×대출잔여일수/대출기간'], [연체 이자율: '적용금리+3%
최고적용 15%'], [대출 한도: '임차보증금의 80%범위내'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '제주은행'], [금융 상품 이름: 'JJB일반전세자금대출'], [가입 방법: '영업점'], [대출 부대 비용: '주택금융공사 보증료 0.4%, 인지세 50%'], [중도상환수수료: '중도상환금액×0.9%×대출잔여일수/대출기간'], [연체 이자율: '적용금리+3%
최고적용 15%'], [대출 한도: '임차보증금의 80% 범위내 최고 444백만원'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '전북은행'], [금융 상품 이름: 'BEST전세자금대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세'], [중도상환수수료: '상환금액×수수료율(잔여일 1년미만 0.8%, 1년초과 1.8%)×대출잔여일수÷대출기간(최장 3년)'], [연체 이자율: '대출금리+3%
(최고 연체이자율:15%)'], [대출 한도: '최저 1천만원, 최고 5억원 이내'], [공시 시작일: '20241220'], [공시 종료일: '20250119.0']",2
"[금융기관 이름: '전북은행'], [금융 상품 이름: 'JB전세자금대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '인지세'], [중도상환수수료: '상환금액×수수료율(변동금리 0.8%, 고정금리 1.0%)×대출잔여일수÷대출기간(최장 3년)'], [연체 이자율: '대출금리+3%
(최고 연체이자율:15%)'], [대출 한도: '최저 5백만원, 최고 5억원 이내'], [공시 시작일: '20241220'], [공시 종료일: '20250119.0']",2
"[금융기관 이름: '경남은행'], [금융 상품 이름: '전세자금대출(서울보증)'], [가입 방법: '스마트폰'], [대출 부대 비용: '인지세: 대출금액 구간별 해당 새액의 50%
[대출금 5천만원 미만시 면제]'], [중도상환수수료: '중도상환금액X중도상환수수료율*X(대출잔여일수/대출일수)
[중도상환수수료율 : 고정금리 1.5%, 변동금리 1.3%]'], [연체 이자율: '대출금리+3.0%'], [대출 한도: '최대5억원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '경남은행'], [금융 상품 이름: '전세자금대출(주택금융공사)'], [가입 방법: '스마트폰'], [대출 부대 비용: '인지세: 대출금액 구간별 해당 세액의 50%
[대출금 5천만원 미만시 면제]'], [중도상환수수료: '없음'], [연체 이자율: '대출금리+3.0%'], [대출 한도: '최대4.44억원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '경남은행'], [금융 상품 이름: '모바일전월세자금대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '인지세: 대출금액 구간별 해당 새액의 50%
[대출금 5천만원 미만시 면제]'], [중도상환수수료: '없음'], [연체 이자율: '대출금리+3.0%'], [대출 한도: '최대2.22억원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '경남은행'], [금융 상품 이름: '고정금리 전세자금대출(주택금융공사)'], [가입 방법: '스마트폰'], [대출 부대 비용: '인지세: 대출금액 구간별 해당 세액의 50%
[대출금 5천만원 미만시 면제]'], [중도상환수수료: '없음'], [연체 이자율: '대출금리+3.0%'], [대출 한도: '최대4억원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '경남은행'], [금융 상품 이름: '든든전세대출(서울보증보험)'], [가입 방법: '스마트폰'], [대출 부대 비용: '인지세: 대출금액 구간별 해당 새액의 50%
[대출금 5천만원 미만시 면제]'], [중도상환수수료: '없음'], [연체 이자율: '대출금리+3.0%'], [대출 한도: '최대5억원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '중소기업은행'], [금융 상품 이름: '임차자금'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세 : 해당세액의 50%(대출금액 5천만원 미만시 없음)
주택신보 보증료'], [중도상환수수료: '중도상환금액 x 수수료율* x (대출잔여일수 ÷ 대출기간)
  * 고정금리 0.8%, 변동금리 0.5%'], [연체 이자율: '대출금리 + 3.0%(최고 연체이자율 : 11%)'], [대출 한도: '최대 2.2억원'], [공시 시작일: '20241218'], [공시 종료일: '20251217.0']",2
"[금융기관 이름: '중소기업은행'], [금융 상품 이름: 'IBK전세대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세 : 해당세액의 50%(대출금액 5천만원 미만시 없음)
질권설정 통지비용'], [중도상환수수료: '중도상환금액 x 수수료율* x (대출잔여일수 ÷ 대출기간)
  * 고정금리 0.8%, 변동금리 0.5%'], [연체 이자율: '대출금리 + 3.0%(최고 연체이자율 : 11%)'], [대출 한도: '최대 5억원'], [공시 시작일: '20241218'], [공시 종료일: '20251217.0']",2
"[금융기관 이름: '중소기업은행'], [금융 상품 이름: 'IBK안심전세대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세 : 해당세액의 50%(대출금액 5천만원 미만시 없음)
질권설정 통지비용'], [중도상환수수료: '중도상환금액 x 수수료율* x (대출잔여일수 ÷ 대출기간)
  * 고정금리 0.8%, 변동금리 0.5%'], [연체 이자율: '대출금리 + 3.0%(최고 연체이자율 : 11%)'], [대출 한도: '최대 4억원'], [공시 시작일: '20241218'], [공시 종료일: '20251217.0']",2
"[금융기관 이름: '국민은행'], [금융 상품 이름: 'KB주택전세자금대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: 'ㅇ 인지세 : 해당세액의 50%
ㅇ 주택신보 보증료'], [중도상환수수료: '중도상환금액 × 0.6% × (대출잔여일수 ÷ 3년)'], [연체 이자율: '대출금리+3.0%
최고연체이자율:15%'], [대출 한도: '4.44억원'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '국민은행'], [금융 상품 이름: 'KB플러스전세자금대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: 'ㅇ 인지세 : 해당세액의 50%
ㅇ 질권 설정 통지수수료 : 3만원'], [중도상환수수료: '중도상환금액 × 0.6% × (대출잔여일수 ÷ 3년)'], [연체 이자율: '대출금리+3.0%
최고연체이자율:15%'], [대출 한도: '5억원'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '신한은행'], [금융 상품 이름: '신한전세대출(주택금융공사)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '- 질권설정통지수수료
- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)'], [중도상환수수료: '#NAME?'], [연체 이자율: '-1개월이내: 대출금리+3%
-3개월이내: 대출금리+3%
-3개월초과: 대출금리+3%(최고 연체이자율 :15%)'], [대출 한도: '- 최대:444백만원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '신한은행'], [금융 상품 이름: '신한전세대출(서울보증)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '- 질권설정통지수수료
- 인지세 : 해당세액의 50%(대출금액 5천만원이하시 없음)'], [중도상환수수료: '#NAME?'], [연체 이자율: '-1개월이내: 대출금리+3%
-3개월이내: 대출금리+3%
-3개월초과: 대출금리+3%(최고 연체이자율 :15%)'], [대출 한도: '- 최대:500백만원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '농협은행주식회사'], [금융 상품 이름: 'NH전세대출(서울보증보험)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세
  - 해당 세액의 50%
2. 질권설정통지수수료'], [중도상환수수료: '중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 0.7%, 변동금리 0.6%'], [연체 이자율: '연체기간에 관계없이 대출금리 + 3%
최대 연 15%'], [대출 한도: '5억원'], [공시 시작일: '20241216'], [공시 종료일: 'nan']",2
"[금융기관 이름: '농협은행주식회사'], [금융 상품 이름: 'NH전세대출(주택금융공사)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세
  - 해당 세액의 50%
2. 보증료
  - 대출금액의 90% × 보증료율'], [중도상환수수료: '중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 0.7%, 변동금리 0.6%'], [연체 이자율: '연체기간에 관계없이 대출금리 + 3%
최대 연 15%'], [대출 한도: '4억 44백만원'], [공시 시작일: '20241216'], [공시 종료일: 'nan']",2
"[금융기관 이름: '농협은행주식회사'], [금융 상품 이름: 'NH전세대출(주택도시보증공사)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세
  - 해당 세액의 50%
2. 보증료
  - 전세보증금반환보증료 + 전세자금대출특약보증료'], [중도상환수수료: '중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 0.7%, 변동금리 0.6%'], [연체 이자율: '연체기간에 관계없이 대출금리 + 3%
최대 연 15%'], [대출 한도: '4억원'], [공시 시작일: '20241216'], [공시 종료일: 'nan']",2
"[금융기관 이름: '하나은행'], [금융 상품 이름: '주택신보위탁발행보증서담보대출'], [가입 방법: '영업점'], [대출 부대 비용: '1. 인지세 : 50%
2. 보증료'], [중도상환수수료: '중도상환금액 × 중도상환해약금률 0.7% × ( 대출잔여일수 ÷ 대출기간* )
* 대출약정일로부터 최장 3년'], [연체 이자율: '적용금리+3% ( 최고 15% )'], [대출 한도: '444백만원'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '하나은행'], [금융 상품 이름: '우량주택전세론'], [가입 방법: '영업점'], [대출 부대 비용: '1. 인지세 : 50%
2. 질권설정통지비용 : 30,000원'], [중도상환수수료: '중도상환금액 × 중도상환해약금률 0.7% × ( 대출잔여일수 ÷ 대출기간* )
* 대출약정일로부터 최장 3년'], [연체 이자율: '적용금리+3% ( 최고 15% )'], [대출 한도: '500백만원'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '하나은행'], [금융 상품 이름: '하나전세금안심대출'], [가입 방법: '영업점'], [대출 부대 비용: '1. 인지세 : 50%
2. 보증료'], [중도상환수수료: '중도상환금액 × 중도상환해약금률 0.7% × ( 대출잔여일수 ÷ 대출기간* )
* 대출약정일로부터 최장 3년'], [연체 이자율: '적용금리+3% ( 최고 15% )'], [대출 한도: '400백만원'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '주식회사 케이뱅크'], [금융 상품 이름: '전세대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '- 인지세 : 해당세액의 50%(대출금액 5천만원 미만시 없음)
-주택금융신용보증료'], [중도상환수수료: '없음'], [연체 이자율: '적용금리+3% (최고 15%)
단, 대출이자가 연 15% 이상인 경우 연체이자 2%를 가산'], [대출 한도: '222백만원'], [공시 시작일: '20241218'], [공시 종료일: '20250118.0']",2
"[금융기관 이름: '주식회사 케이뱅크'], [금융 상품 이름: '고정금리 전세대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '- 인지세 : 해당세액의 50%(대출금액 5천만원 미만시 없음)
-주택금융신용보증료'], [중도상환수수료: '없음'], [연체 이자율: '적용금리+3% (최고 15%)
단, 대출이자가 연 15% 이상인 경우 연체이자 2%를 가산'], [대출 한도: '200백만원'], [공시 시작일: '20241218'], [공시 종료일: '20250118.0']",2
"[금융기관 이름: '수협은행'], [금융 상품 이름: '공공주택임차보증금담보대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세 : 해당세액의 50%'], [중도상환수수료: '중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간**)

* 0.6%(고정금리인 경우 0.7%)
** 대출기간이 3년을 초과하는 경우 3년'], [연체 이자율: '대출금리+연3%
(최고:연15%)'], [대출 한도: '최대 5억원'], [공시 시작일: '20241217'], [공시 종료일: 'nan']",2
"[금융기관 이름: '수협은행'], [금융 상품 이름: 'Sh전세보증대출(주택금융공사)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세 : 해당세액의 50%

2. 주택신보보증료'], [중도상환수수료: '중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간**)

* 0.6%(고정금리인 경우 0.7%)
** 대출기간이 3년을 초과하는 경우 3년'], [연체 이자율: '대출금리+연3%
(최고:연15%)'], [대출 한도: '최대 4.44억원'], [공시 시작일: '20241217'], [공시 종료일: 'nan']",2
"[금융기관 이름: '수협은행'], [금융 상품 이름: 'Sh전세보증대출(서울보증보험)'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세 : 해당세액의 50%

2. 질권설정에 대한 통지비용 : 40,000원'], [중도상환수수료: '중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간**)

* 0.6%(고정금리인 경우 0.7%)
** 대출기간이 3년을 초과하는 경우 3년'], [연체 이자율: '대출금리+연3%
(최고:연15%)'], [대출 한도: '최대 5억원'], [공시 시작일: '20241217'], [공시 종료일: 'nan']",2
"[금융기관 이름: '수협은행'], [금융 상품 이름: 'Sh전세금안심대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '1. 인지세 : 해당세액의 50%

2. 주택신보보증료'], [중도상환수수료: '중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간**)

* 0.6%(고정금리인 경우 0.7%)
** 대출기간이 3년을 초과하는 경우 3년'], [연체 이자율: '대출금리+연3%
(최고:연15%)'], [대출 한도: '최대 4.5억원'], [공시 시작일: '20241217'], [공시 종료일: 'nan']",2
"[금융기관 이름: '주식회사 카카오뱅크'], [금융 상품 이름: '전월세보증금 대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 주택금융신용보증료'], [중도상환수수료: '없음'], [연체 이자율: '대출금리+3%
(연체대출최고금리:15%)'], [대출 한도: '최대 222백만원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '주식회사 카카오뱅크'], [금융 상품 이름: 'SGI 전월세보증금 대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)'], [중도상환수수료: '없음'], [연체 이자율: '대출금리+3%
(연체대출최고금리:15%)'], [대출 한도: '최대 500백만원'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
"[금융기관 이름: '토스뱅크 주식회사'], [금융 상품 이름: '전월세보증금대출'], [가입 방법: '스마트폰'], [대출 부대 비용: '1. 인지세
  - 해당 세액의 50%
2. 주택금융신용보증료'], [중도상환수수료: '없음'], [연체 이자율: '대출금리 + 연 3%
※ 연체금리의 최고율: 연 15% (대출금리가 연 15% 이상인 경우 대출금리 + 연2%)'], [대출 한도: '최대 2억 2,200만원'], [공시 시작일: '20241217'], [공시 종료일: 'nan']",2
"[금융기관 이름: '평택저축은행'], [금융 상품 이름: '전세자금대출'], [가입 방법: '영업점'], [대출 부대 비용: '인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)'], [중도상환수수료: '중도상환금액×[0.5%~2.0%]×(대출잔여일수÷대출기간 총일수)
* 대출 취급 후 3년 경과시 면제'], [연체 이자율: '약정금리+3%
(최고 연체이자율 : 연 20%)'], [대출 한도: '- LTV 70%
- DSR 50%'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: 'CK저축은행'], [금융 상품 이름: '일반자금대출(전세자금)'], [가입 방법: '영업점'], [대출 부대 비용: '#NAME?'], [중도상환수수료: '- 중도상환금액 × 2% × (대출잔여일수 ÷ 대출기간 총일수)
- 대출취급후 2년후 면제'], [연체 이자율: '- 1개월 이하 : 약정금리+3%
- 3개월 이하 : 약정금리+3%
- 3개월 초과 : 약정금리+3%
(최고 연체이자율 : 연 20%)'], [대출 한도: 'LTV 70%'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '동양저축은행'], [금융 상품 이름: '임대보증금담보대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세(해당세액*50%)'], [중도상환수수료: '2%
(중도상환금액×수수료율×대출잔여일수/대출기간)'], [연체 이자율: '약정금리 +3%
(최고 연체이자율 : 연 20%)'], [대출 한도: '1.1'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '예가람저축은행'], [금융 상품 이름: '전세자금대출'], [가입 방법: '영업점,모집인,기타'], [대출 부대 비용: '- 인지세 : 해당세액 x 50%(대출금액 5천만원 이하시 없음)'], [중도상환수수료: '- 중도상환금액 x 2% x (대출잔여일수/대출기간 총일수)
- 만기 1개월 이내 시 면제'], [연체 이자율: '- 약정금리 + 3%
(최고 연체이자율 : 연20%)'], [대출 한도: '- 전세보증금의 80% 이내 (단독주택 60% 이내)'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '예가람저축은행'], [금융 상품 이름: '공공임대보증금담보대출'], [가입 방법: '영업점,모집인,기타'], [대출 부대 비용: '- 인지세 : 해당세액 x 50%(대출금액 5천만원 이하시 없음)'], [중도상환수수료: '- 중도상환금액 x 2% x (대출잔여일수/대출기간 총일수)
- 만기 1개월 이내 시 면제'], [연체 이자율: '- 약정금리 + 3%
(최고 연체이자율 : 연20%)'], [대출 한도: '- 임대보증금의 100% 이내'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '삼호저축은행'], [금융 상품 이름: '전세보증금'], [가입 방법: '영업점'], [대출 부대 비용: '인지세 : 해당세액의50%'], [중도상환수수료: '중도상환금액 x 2% x
(대출잔여일수/대출기간총일수)'], [연체 이자율: '대출금리+3%'], [대출 한도: '보증금액의 60%'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '한화생명보험주식회사'], [금융 상품 이름: 'Hanwha-Home Loan'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세(50%), 질권설정통지비용'], [중도상환수수료: '잠정 폐지'], [연체 이자율: '대출만기 경과 건을 포함하여 연체기간에 상관없이 정상금리 +3%를 적용 (단, 최고 19%)'], [대출 한도: 'MIN {(신용평점별 한도금액) , (임대보증금 * 80%), (매매시세 * 75% - 선순위설정금액)}'], [공시 시작일: '20220819'], [공시 종료일: 'nan']",2
"[금융기관 이름: '에이비엘생명보험주식회사'], [금융 상품 이름: 'ABL전세자금대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '* 인지세: 대출금액에 따라 부과되는 인지세의 1/2'], [중도상환수수료: '1. 중도상환수수료율: 최초 대출기간 내 2.0%
2. 산정방식: (중도상환금액 *수수료율 * 부과기간 잔여일수) / 부과기간 일수
3. 잔여기간 1개월 이내 면제'], [연체 이자율: '* 연체이자율: 정상이자율 + 3%'], [대출 한도: '5억원'], [공시 시작일: '20241204'], [공시 종료일: 'nan']",2
"[금융기관 이름: '삼성생명보험주식회사'], [금융 상품 이름: '전세보증금담보대출'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '인지세(50%)'], [중도상환수수료: '-(중도상환금액 X 2% X 중도상환수수료부과 잔존일수) / 중도상환수수료 총 부과일수
-변동형은 대출원금의 50%, 고정형은 80%까지 상환수수료 면제'], [연체 이자율: '대출이자율 + 3%'], [대출 한도: '최대 5억'], [공시 시작일: '20211020'], [공시 종료일: 'nan']",2
"[금융기관 이름: '흥국생명보험주식회사'], [금융 상품 이름: '전세론'], [가입 방법: '영업점,모집인'], [대출 부대 비용: '질권설정통지비, 인지세(50%)'], [중도상환수수료: '중도상환금액 x 1.8% x (대출잔여일수/대출기간)'], [연체 이자율: '- 1개월이하: 대출금리 + 3%
- 3개월이하: 대출금리 + 3%
- 3개월초과: 대출금리 + 3%
- 최고연체이자율: 19%'], [대출 한도: '임대차계약서상의 임차보증금 80%이내'], [공시 시작일: '20240603'], [공시 종료일: 'nan']",2
"[금융기관 이름: '동양생명보험주식회사'], [금융 상품 이름: '임대아파트 전세대출'], [가입 방법: '모집인'], [대출 부대 비용: '인지세(50%),
질권설정통지비용'], [중도상환수수료: '(중도상환금액 X 1.2~1.5% X 잔여기간) / 대출기간'], [연체 이자율: '정상이자율+3.0%'], [대출 한도: '임차보증금의 최대 90% (임차보증금 금액에 따라 차등)'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '동양생명보험주식회사'], [금융 상품 이름: '일반 전세대출'], [가입 방법: '모집인'], [대출 부대 비용: '인지세(50%),
전세권설정비용'], [중도상환수수료: '2.5%(2년이내)'], [연체 이자율: '정상이율+3%'], [대출 한도: '전세보증금의 최대 80%'], [공시 시작일: '20241220'], [공시 종료일: 'nan']",2
"[금융기관 이름: '롯데손해보험주식회사'], [금융 상품 이름: '롯데손해보험
전세자금대출'], [가입 방법: '모집인'], [대출 부대 비용: '인지세 50%
대환비용
근저당권 말소비용'], [중도상환수수료: '2년 이내 1.5%
(만기 3개월 이내 상환시 면제)'], [연체 이자율: '대출금리+3%
최고 연체이자율 : 19%'], [대출 한도: '공공 : 임차보증금의 95%
일반 : 임차보증금의 80%
(최대 3억원)'], [공시 시작일: '20241218'], [공시 종료일: 'nan']",2
